strain,sample,time,dose,Ahrr,Aldh3a1,Bbs2,Ccbl1,Cxcr7,Col18a1,Cyb5a,Cyp1a1,Cyp1a2,Cyp1b1,Cyp2a1,Cyp2s1,Eef1a1,Eml4,Exoc3,Fdft1,Fmo1,Gapdh,Gfer,Ghr,Glud1,Hagh,Hprt1,Hsd17b12,Ivns1abp,Lasp1,Uvrag,Inmt,Pbld,Mug1,Neu1,Nfe2l2,Nqo1,Nrbp2,Nudt4,Pde2a,Perp,Pgk1,Pmm1,Ppia,Psmb4,Pomp,Derl1,Ern1,Rpl13a,Scn4b,Sdc1,Sdha,Slco1a1,Srxn1,Tiparp,Tpm1,Ugt1a1,Zfp422
HW,HW8,384,0,5.446957438,8.170436158,30.86609215,125.2800211,14.52521984,944.1392893,17300.44465,30.86609215,15691.77655,3.631304959,2464.748241,8.170436158,29232.00492,191.5513366,147.0678508,1686.741153,897.8401511,12359.14643,469.3461659,3466.080583,10226.66259,2147.916883,809.7810059,955.9410305,674.5148961,366.7618009,379.4713682,624.5844529,2030.807298,12584.28734,128.911326,1289.11326,260.5461308,7.262609918,355.867886,168.8556806,783.4540449,2290.445603,51.74609567,14480.73635,1325.42631,3508.748417,551.0505275,138.8974147,1365.370665,5.446957438,773.4679563,1047.631481,581.9166197,141.6208934,210.6156876,17.24869856,1063.972353,204.2609039
HW,HW9,384,0,3.495225285,4.369031606,34.07844653,203.5968728,14.85470746,1873.440753,22177.20443,59.41882984,36893.85049,6.99045057,5071.571888,20.97135171,35452.94387,216.7039677,176.5088769,2810.161129,1298.476193,17727.78264,522.5361801,4112.132548,13931.09418,2168.787289,982.158305,1461.004169,705.1617012,584.5764289,394.9604572,1731.884129,3271.530867,29991.65436,210.5873234,1622.658338,415.0580026,13.10709482,413.3103899,279.6180228,979.5368861,3093.274377,75.14734362,14926.35958,1399.837727,3380.756657,813.513685,199.2278412,945.4584395,9.611869533,1454.887525,1681.203362,988.2749493,159.0327505,238.5491257,26.21418964,3532.798957,304.9584061
HW,HW11,384,100,122.4675259,18312.49711,116.7043482,1174.247455,106.6187873,1484.018256,44236.71116,103959.0808,777481.4864,13507.44771,32585.00667,20.17112192,35966.55118,773.7066051,2829.720246,3064.569737,282.3957069,17292.41466,433.6791213,4509.686543,8115.994984,1545.972416,942.2795525,1809.637795,420.7119715,623.8639851,387.5736997,37.46065499,7565.611514,40092.9864,419.271177,4178.303826,5123.464968,17.28953307,367.4025778,618.1008074,2129.494157,3151.017403,178.6585084,14275.39114,1484.018256,5058.629219,1015.760068,187.303275,1465.287928,1354.346757,1521.478911,1704.459802,635.3903405,146.9610311,828.4567931,50.4278048,1824.045739,538.8571141
HW,HW12,384,100,503.4512471,8809.793167,120.7317139,1884.622055,53.12195414,1742.158632,26975.08685,94045.17589,685414.4645,23077.86712,25488.87945,16.90243995,34355.41652,495.0000272,1454.817153,1318.390316,71.23171123,12818.08607,456.3658787,2477.41477,4499.670979,1082.963474,742.5000408,2093.48792,439.4634388,647.1219867,334.4268476,6.036585697,4603.500253,18560.08638,474.4756358,3583.31727,9744.256632,10.86585425,399.6219732,575.8902755,1532.08545,2314.426956,264.4024535,12825.32997,1548.98789,4886.012463,1299.073242,199.207328,1516.390327,2153.853777,1377.548856,1373.926905,498.6219786,160.5731795,537.2561271,65.19512553,1516.390327,662.8171096
HW,HW13,384,100,186.8658849,21353.41093,117.3343928,1071.943836,99.95151983,1371.798395,40810.64012,92869.44765,754086.4142,12788.00025,25586.1405,13.03715476,35731.94405,527.2804814,2168.513409,2756.633946,214.3887672,15677.90289,505.5518902,3647.506188,7786.078538,1454.367042,861.900787,1796.230212,389.6660701,537.4204907,304.2002778,47.80290079,7946.870113,31926.54344,385.3203518,3521.480358,4034.275112,11.58858201,404.1517976,502.6547447,2064.21617,2897.145502,152.1001389,12893.74606,1512.309952,4715.104305,1082.083845,146.3058479,1409.461287,1270.398303,1377.592686,1616.60719,596.8119735,178.1744484,845.9664867,46.35432804,1667.307237,507.0004629
HW,HW14,384,100,154.9011536,23426.45249,112.6553844,934.1008958,77.45057679,1382.375446,38403.75115,87084.95914,733002.8202,9711.832932,16761.00891,19.94939099,38849.67871,570.3178836,1448.091087,2899.702655,475.264903,19693.56939,490.5203197,4236.311852,8911.510305,1674.57535,854.3033319,1922.182497,529.2456081,565.6239093,400.1613134,30.51083328,8304.81412,31463.71007,348.5275956,5303.017523,3119.145956,11.73493588,421.284198,566.7974029,1921.009003,3420.733808,168.9830766,15308.22385,1544.317561,3547.471116,928.2334279,198.3204163,1446.917594,1092.52253,1392.936889,1940.958394,660.6768899,235.8722111,1011.551473,73.93009603,1620.594645,339.1396468
LE,LE96,3,100,29.96214451,1071.446288,73.1076326,324.7896464,141.4213221,877.2915911,16825.54187,32828.92249,131574.5629,49.13791699,4983.303874,17.9772867,31365.57135,1218.860039,331.9805611,1436.984451,552.5019447,16744.04484,451.8291392,4113.203198,13867.67896,1420.20565,665.159608,1747.392268,782.6112145,306.8123597,498.5700846,348.7593621,3608.640684,49894.16152,226.5138125,3625.419485,3086.100884,13.18334358,610.0292621,396.6987933,1106.202375,2884.755273,162.9940661,17243.81341,1072.644773,3817.17721,774.221814,195.3531822,975.5674251,23.96971561,714.297525,1558.031514,871.2991622,296.0259877,971.9719678,53.93186011,1520.878455,468.6079401
LE,LE97,3,100,33.27978202,4458.159599,93.18338966,456.5986093,106.4953025,957.1265309,22518.43171,48884.00621,162454.5903,89.18981581,6956.805633,26.62382562,34825.2951,1588.111198,425.9812099,1629.378128,1026.348477,20938.30766,539.1324687,4314.390941,16958.04573,1490.934234,772.0909429,2257.700412,1088.914468,294.1932731,528.4829385,674.9139794,4669.819013,40686.53031,266.2382562,3547.624763,3511.682599,10.64953025,877.255054,431.305975,1239.339082,3909.708792,294.1932731,21405.5558,1336.516046,4557.998945,867.9367151,194.353927,1017.030139,27.9550169,725.499248,1687.950544,937.1586617,328.8042464,1445.673731,46.59169483,2002.111686,533.8077036
LE,LE98,3,100,41.26134526,3814.247299,75.24127666,466.0104877,121.3568978,993.9129932,21736.23397,50042.73039,162870.6654,92.23124235,7611.504632,21.84424161,34013.91132,1707.491553,425.9627114,1398.031463,1060.659287,20293.30046,510.9125399,4181.958699,19815.15428,1515.747654,734.2092319,1840.98414,945.3702341,342.2264519,457.5155048,627.4151618,4492.632358,54491.67426,280.334434,2985.379687,3325.179001,14.56282774,843.4304399,395.6234869,1271.820289,4001.136922,271.8394511,19000.84949,1212.355409,4026.62187,890.7596301,211.1610022,906.5360268,36.40706935,1048.523597,1868.896227,968.4280447,239.0730887,832.5083191,59.46487994,1891.954037,510.9125399
LE,LE99,3,100,33.95767282,2822.125166,99.44747041,561.5143756,127.3412731,1394.690134,20736.01036,59857.675,192191.9388,151.5967537,6219.105223,32.74489879,36059.41022,1827.650462,418.4070402,1245.518928,835.6013063,25054.69867,520.2800586,5116.69363,21850.54969,1669.989839,702.196163,2874.27445,1093.922175,407.4920739,531.1950249,612.4508849,4754.074195,70557.98026,440.2369727,4714.052652,3877.238572,13.34051432,1022.368507,469.3435494,1049.049535,4224.091945,241.3420319,20596.54134,1344.966399,4379.32702,1000.538574,282.5763489,890.1761376,21.82993253,1081.794434,1971.970572,1228.540092,362.6194348,1661.50042,43.65986506,2344.292199,508.1523183
LE,LE92,6,100,34.66358956,5227.78284,110.4099519,703.5424843,88.58472887,1046.32687,22138.4792,80798.25958,264688.6022,102.706932,7747.954184,21.82522305,32052.26581,1048.894543,492.9932737,1136.195435,867.8735756,16755.35212,472.4518873,3687.17886,13862.86815,1202.954941,616.2415921,2164.548592,663.7435482,365.8934453,455.7620108,587.9971858,5829.902229,44799.47991,318.3914893,2404.626046,5472.99564,16.68987645,477.5872339,475.0195606,1258.159917,2461.114859,264.47035,17033.94468,1246.605387,3995.299656,943.6199379,220.8199038,920.5108782,25.67673301,608.5385722,1684.393685,779.2888467,181.0209677,1701.083562,52.63730266,1942.444852,539.2113931
LE,LE93,6,100,30.52521804,4856.164035,127.4096057,810.9090532,82.28537037,1199.773787,20960.20733,97236.09129,321948.1475,95.5572043,6841.630391,30.52521804,32756.21332,1004.677829,579.9791428,1181.19322,757.8217174,19557.37448,452.569537,4108.959785,15778.88336,1228.971822,729.9508662,2396.893208,630.4121117,379.5744504,489.730672,325.1599313,5160.089032,61866.65387,399.4822013,3081.719839,6160.785311,25.21648447,480.4403883,493.7122222,1299.312542,2663.65707,238.8930108,17159.15409,1213.045621,3871.393958,1128.105884,240.2201941,735.2595998,51.76015233,910.4478076,1885.927602,939.6458423,244.2017443,1248.879573,57.0688859,2071.733277,626.4305615
LE,LE94,6,100,57.38675616,4730.5299,144.2423871,992.6357823,145.7933805,1324.548372,25507.63762,99803.32394,361167.4274,218.6900708,9682.851858,32.57086161,37133.88422,1171.000024,739.8238565,1603.727186,784.8026654,20653.02825,558.3576275,4521.14579,17594.46924,1448.627845,820.4755138,2571.547074,826.6794874,435.8291482,513.3788187,569.2145814,6400.949802,83567.52492,477.7059702,3516.10206,9358.694235,13.95894069,555.2556407,580.0715353,1237.692741,3210.556358,294.6887479,19226.11431,1374.180161,5129.135206,1274.916583,328.8106029,936.8000195,60.48874298,1067.083466,2160.53382,1133.776183,280.7298072,1671.970896,63.5907298,2417.998726,715.0079619
LE,LE95,6,100,36.78633882,5355.378939,128.1588578,634.8610087,60.51946065,841.3391686,22595.11863,85823.71513,288288.6041,154.2652918,8285.232828,26.106434,35883.29354,817.6060468,668.0873793,1249.548864,683.5139085,17167.35367,446.1826903,3906.471852,14322.93902,1358.721224,649.1008818,2220.233546,647.9142257,355.9968273,490.0889656,510.2621192,6744.953222,47558.80282,405.8363832,3569.461522,6418.622797,20.17315355,507.888807,378.5432931,1272.09533,2487.231167,261.06434,19143.13606,1301.761732,4207.882499,1127.323287,210.0381281,919.6584706,39.15965101,703.687062,1701.664835,901.8586292,242.0778426,1903.39637,32.03971446,2289.0596,587.3947651
LE,LE88,10,100,37.83987169,9979.215051,92.49746414,654.8400018,73.57752829,1099.458494,16231.20274,84787.59028,316802.7636,255.4191339,6804.870259,22.07325849,28545.97876,576.0069358,512.9404829,1898.30023,576.0069358,15159.07304,215.4770471,2491.124886,7839.160086,1177.240453,482.4583641,2243.063505,537.1159565,258.5724566,316.3833717,124.0306905,3880.689064,38733.31311,360.5298886,2535.271403,5789.500369,5.255537735,282.7479302,331.0988773,948.0990074,1637.625558,206.0170792,11170.1199,1252.920196,2571.00906,994.3477395,140.8484113,771.5129395,34.686549050000004,629.6134207,1374.848672,538.1670641,136.6439811,1226.642507,31.53322641,1371.695349,356.3254584
LE,LE89,10,100,25.73479907,8692.423287,63.34719772,583.981979,82.15339704,878.9423684,14730.20307,67276.70358,249768.1026,284.0725898,7505.65313,8.908199679,23559.21875,406.8077854,432.5425844,1402.546549,795.7991713,12607.08215,180.1435935,1848.946333,6470.322367,1000.687764,513.7061815,1543.098144,361.276987,233.5927916,242.5009913,120.7555957,4142.312851,26508.82265,321.6849884,1725.221338,6090.239181,7.918399715,238.5417914,255.3683908,795.7991713,1276.841954,191.0313931,9553.549256,1084.820761,2452.724312,770.0643723,108.8779961,652.2781765,31.67359886,591.9003787,1116.49436,447.3895839,140.5515949,788.8705716,23.75519914,1157.076158,294.9603894
LE,LE90,10,100,38.79401756,6876.94926,104.0815105,720.0548138,98.40433723,1036.084128,23995.51916,86128.39616,315909.147,222.3559543,9080.638697,17.03151991,35694.28094,602.7265656,532.7080948,1076.770536,800.4814356,17000.29545,308.4597494,3131.907272,8458.042024,1700.313404,895.1009906,2480.924733,635.8434098,246.9570386,496.7526639,149.498897,5769.900466,27635.53344,357.661918,2399.551916,7174.054663,6.623368852,351.0385492,319.814096,1370.091157,2030.535651,316.9755094,16692.7819,1930.2389230000001,3975.913702,1111.779772,132.467377,1406.992783,18.92391101,705.8618805,1454.302561,522.2999438,171.2613946,1439.163432,52.04075527,1307.642251,367.1238735
LE,LE91,10,100,26.34446242,9998.998221,124.0739198,733.395841,113.026242,1303.625979,21945.78702,82991.00538,325772.223,384.1192585,9884.272337,8.498213685,35145.21251,660.3112033,572.7796023,1454.044361,711.3004854,14742.7011,342.4780115,2600.453387,7957.727294,1510.132572,711.3004854,1984.332895,611.0215639,292.3385508,416.4124705,194.6090934,5862.917621,26429.44456,374.7712235,2306.415194,7574.457857,7.648392316,347.5769397,434.2587193,1247.537769,1687.745238,341.6281901,14816.63556,1612.111136,3618.539387,933.1038626,156.3671318,1647.803633,37.39214021,582.9774588,1428.54972,494.5960364,223.5030199,1479.539002,50.98928211,1198.24813,410.463721
LE,LE100,19,0,15.0877747,68.64937488,51.29843398,237.6324515,51.29843398,1672.479825,23085.80407,485.8263453,48370.6513,57.33354386,5461.774441,13.57899723,43644.40587,330.4222659,225.5622318,2589.062138,988.2492428,19229.36885,611.0548753,3931.874087,15189.61718,2755.782049,995.7931301,1804.497854,920.3542566,586.1600471,544.6686666,1206.267587,3290.643662,47486.5077,270.8255558,1493.689695,704.5990785,12.07021976,608.7917091,259.5097248,959.5824709,3814.189444,113.1583102,21158.34085,1876.919173,4496.911249,983.7229104,235.3692853,1836.182181,18.85971837,1154.214764,1854.287511,1065.196894,150.1233583,237.6324515,36.21065928,1810.532964,401.334807
LE,LE101,19,0,2.460686913,228.8438829,39.37099061,312.5072379,59.05648591,2335.19188,24597.02638,1040.870564,61507.33008,71.35992048,6060.671867,27.06755604,51337.31107,472.4518873,307.5858641,3363.75901,1139.298041,20172.71131,588.1041722,4889.384896,18260.75758,3193.971613,1131.91598,1931.639227,1050.713312,787.4198122,563.4973031,1119.612545,3801.761281,76170.56339,300.2038034,1291.860629,1158.983536,7.382060739,836.6335504,310.046551,1072.859494,3727.940673,130.4164064,20886.31052,1961.16747,4165.942944,1328.770933,334.6534202,1931.639227,14.76412148,1737.244961,2300.742264,1432.119783,155.0232755,268.2148735,49.21373826,2910.992618,386.3278453
LE,LE102,19,0,7.246265492,86.04940272,36.23132746,279.8870046,35.32554428,1522.621537,13879.31577,409.4140003,34166.1418,23.55036285,4289.789172,23.55036285,30658.04352,217.3879648,192.9318187,1652.148532,804.3354697,13361.20778,326.9877303,2625.865458,10849.47101,1758.125165,565.2087084,1132.228983,625.8961819,449.2684605,286.227487,297.0968852,2542.533405,33899.84154,195.6491683,1067.918377,1183.858625,6.340482306,611.4036509,183.8739869,562.4913589,2106.851692,50.72385845,10949.10716,1306.139355,2759.921369,740.0248634,165.7583231,962.8475273,11.77518143,1531.679368,1368.638395,757.234744,87.8609691,153.9831417,26.26771241,2244.530736,302.5315843
LE,LE52,19,0,4.989007904,8.980214228,83.81533279,560.7644885,54.87908695,3676.898826,24644.70125,61.86369801,68566.92904,4.989007904,7645.155713,16.96262688,55888.86215,436.0392908,302.333879,3865.483324,1882.851583,26089.51794,603.6699564,6152.444548,22259.95547,2911.585013,1160.443239,1869.880163,1021.748819,991.8147714,453.0019177,637.5952102,4760.511342,76239.02539,454.9975209,1642.381402,1847.928528,9.978015809,1039.709247,445.0195051,1138.491604,4381.346742,121.7317929,16588.45128,2207.137097,4367.37752,1214.324524,408.1008466,2013.56359,14.96702371,3137.08817,2465.567706,1463.774919,171.6218719,279.3844426,50.88788063,4896.212357,478.9447588
LE,LE53,19,0,7.049195449,42.2951727,43.30220062,327.2840744,46.32328438,2446.070821,20543.36959,270.8905108,49123.82903,20.14055843,6014.977774,21.14758635,41219.66688,462.2258159,212.4828914,3578.977232,1398.761783,18575.63704,421.944699,4922.352479,18185.91723,2436.000542,856.980761,1254.75679,866.0440123,814.6855883,393.7479172,454.1695925,3385.627871,76047.72753,334.3332699,1298.058991,908.339185,8.056223371,655.5751768,329.2981303,774.4044715,3145.955226,81.56926163,14486.09665,1603.188451,3406.775458,966.7468045,334.3332699,1436.021816,9.063251292,1685.76474,1923.42333,1269.862209,111.7800993,243.700757,53.37247983,2876.071743,405.8322523
LE,LE54,19,0,10.14106719,18.02856389,78.87496703,406.7694728,51.83212119,3330.777179,23793.1972,65.35354411,58306.6292,4.507140973,7771.437823,12.39463768,51042.24474,452.9676678,268.1748879,4294.178562,1944.83133,28255.26676,532.9694201,5543.783397,21014.54479,2929.641633,1141.433452,1998.917022,1092.981686,940.8656782,446.2069564,1085.094189,4281.783925,72802.72136,327.8945058,1802.856389,1506.51187,5.633926217,735.7907639,379.726627,1114.390606,4273.896428,86.76246374,16661.77339,2019.199156,4309.953556,1221.435204,320.0070091,1602.288616,18.02856389,2558.929288,2375.263293,1397.213702,117.1856653,363.9516336,61.97318838,4122.907205,404.5159024
LE,LE55,19,0,9.941130409,14.52934444,54.29386608,320.4102801,50.47035438,2763.634254,23622.41996,272.9987351,54514.10035,6.882321052,6658.263267,20.64696316,40558.28266,452.7037848,217.9401667,3566.57171,1633.404196,22702.48304,477.938962,5514.268568,20672.96304,2765.163658,961.2308403,1767.991808,1007.112981,838.8784661,403.7628351,862.5842386,3012.927216,85214.60516,328.8220058,1409.346411,842.7019778,4.588214035,652.2910953,346.4101596,926.8192351,4247.921494,76.47023392,15082.98894,1722.87437,4048.334183,1154.700532,354.8218854,1530.169381,22.17636784,1939.285132,2356.812609,1365.758378,117.7641602,220.2342737,45.11743801,2614.517298,393.8217047
LE,LE56,19,0.001,9.871319609,12.06494619,64.7119841,406.9177305,44.96934489,2374.600773,20889.90592,92.13231635,52560.38966,6.580879739,6936.247245,8.774506319,34925.82559,380.5942116,236.9116706,3782.909037,899.3868977,17417.39504,367.4324521,4195.310834,16364.45429,2318.663295,941.0658027,1362.242106,823.7067807,882.9346984,322.4631072,682.2178663,2754.098171,57516.88892,330.1408003,1364.435733,1783.418409,16.45219935,780.9310624,344.399373,674.5401733,3675.421334,76.77693029,12028.75135,1612.315536,4140.470169,1013.45548,335.6248667,1502.634207,14.25857277,2112.462396,1748.320384,1163.718901,117.359022,293.9459617,50.45341133,3395.733945,463.9520216
LE,LE57,19,0.001,5.14998841,9.012479717,78.53732325,361.7866858,59.22486671,2290.457345,24062.03335,92.69979138,54588.58965,14.16246813,7897.507226,23.17494784,39392.26135,512.4238468,253.6369292,3950.04111,1091.797543,18724.07036,430.0240322,5345.687969,19845.48034,2696.018933,936.0103935,1427.834287,932.1479022,957.8978442,414.574067,619.2861063,2823.481146,79939.40759,342.4742293,1372.471911,1103.385017,27.03743915,726.1483658,372.0866626,965.6228268,3789.103973,95.27478558,14940.11638,1566.883974,4426.415038,1060.897612,302.5618191,1554.009003,20.59995364,2280.157368,2110.207751,1479.334171,110.7247508,311.5742988,73.38733484,3787.816475,489.2488989
LE,LE58,19,0.001,3.202965515,26.69137929,59.78868962,414.2502066,56.5857241,2265.564274,24309.44061,65.12696548,46746.21404,19.21779309,6839.39903,23.48841378,36286.39632,447.347517,223.1399309,3951.391791,999.3252408,22855.29426,421.7237928,4874.913514,18796.0693,2945.660619,1035.625517,1757.360413,999.3252408,1074.061103,417.4531722,715.3289651,2664.867309,85107.06436,377.9499308,1755.225102,1876.937792,24.55606895,744.1556547,329.9054481,854.1241374,4128.622549,70.46524134,15581.35958,1621.768206,4842.883859,1109.293723,392.8971032,1605.753378,20.28544826,2695.829309,2170.542964,1258.765447,112.103793,363.0027584,58.72103445,2983.02855,519.9480686
LE,LE59,19,0.001,8.764352777,23.37160741,40.90031296,404.1340447,51.61229969,1746.053837,23398.87428,119.779488,46825.01544,6.816718827,7081.597044,15.5810716,35483.94294,395.3696919,265.8520342,3804.702922,835.5349648,19438.36064,457.6939784,5105.722401,14806.88711,3204.831666,1055.617601,1744.106203,945.576283,874.4876438,407.0554957,334.0192225,2670.206146,62997.19395,338.8883074,1621.405264,1452.934927,14.60725463,778.0797632,299.9356284,888.1210814,3839.760333,64.27192037,17625.11343,1996.324799,5239.135327,1111.125169,304.8047133,2395.589759,23.37160741,2315.736767,1854.147521,1159.816018,177.2346895,265.8520342,67.19337129,2380.982504,493.7252064
LE,LE60,19,0.01,11.00547375,11.00547375,51.02537828,282.1403269,40.01990453,1438.715568,22821.35056,247.1229105,46884.31865,5.002488066,5091.532354,14.00696659,34589.20349,254.1263938,183.0910632,3077.530658,645.3209606,14002.9646,420.2089976,3577.779465,12025.98131,2433.210195,1152.57325,1178.586188,711.353803,639.3179749,402.2000405,1013.504082,2719.352513,35130.47269,263.1308723,1122.558322,1320.65685,13.00646897,644.3204629,277.1378389,763.3796789,3300.641626,87.04329235,16138.0265,1845.918096,4775.375108,809.4025691,193.0960394,2285.136549,15.0074642,1291.642419,1422.707606,864.4299379,110.0547375,311.1547577,39.01940692,2120.054442,399.1985477
LE,LE61,19,0.01,9.805735042,16.66974957,62.75670427,293.1914778,48.04810171,1569.89818,28065.97484,670.7122769,54826.80634,10.78630855,6633.579756,17.65032308,42098.96226,334.3755649,271.6188607,4230.194097,975.6706367,17478.72271,493.2284726,4643.996116,14779.20386,3202.553065,1140.406985,1370.841759,848.1960812,882.5161538,471.6558555,628.5476162,2905.439293,46833.17114,283.3857427,1508.12205,1261.017526,14.70860256,688.3626,283.3857427,909.9722119,4003.681618,85.30989487,20187.06673,1938.593818,5613.783312,1070.786267,204.9398624,2425.938849,4.902867521,1851.322776,1736.595676,1042.349635,174.5420838,258.8714051,38.24236666,2415.152541,485.3838846
LE,LE62,19,0.01,6.839743421,12.70238064,58.62637218,279.452374,42.99267293,1641.538421,22424.58736,666.3864304,59479.38589,7.816849624,5650.605172,21.49633646,31841.93694,362.5064013,203.2380902,3135.533805,679.088811,19049.66253,418.2014549,4234.778284,13798.6938,2375.345179,940.9532734,1349.383666,713.2875281,708.4019971,394.750906,537.4084116,2457.4221,51290.2588,288.2463299,1569.232562,1076.771036,11.72527444,616.5540141,273.5897368,829.5631663,3934.806679,62.53479699,15773.42543,1460.773773,4529.864357,896.9834943,226.6886391,1581.934943,19.54212406,1624.927615,1582.912049,1092.404735,136.7948684,354.6895517,21.49633646,2228.779249,401.5906494
LE,LE63,19,0.01,3.876103493,20.34954334,73.64596636,315.9024347,75.58401811,1789.790788,32543.76493,706.4198616,68084.72688,4.845129366,7462.46825,26.16369858,43042.19124,456.4111863,321.7165899,5656.204022,1049.455021,23787.64714,632.7738952,5587.403185,20381.52119,3605.745274,1279.114153,1742.30852,1091.123133,961.2736662,579.4774722,1439.003422,3284.028684,50845.75659,313.9643829,2409.967347,935.1099676,11.62831048,777.1587503,380.8271682,1021.35327,4878.076246,105.6238202,22436.82507,2120.228611,6295.761098,1204.49916,282.955555,2774.321075,20.34954334,1684.166968,2170.617956,1180.273514,191.8671229,377.9200905,52.32739715,2221.007301,542.654489
LE,LE64,19,0.1,4.312449533,10.34987888,36.22457607,202.685128,25.8746972,953.9138366,20082.21498,13484.1672,87036.44394,6.899919252,3866.542251,8.624899065,25477.08935,286.346649,140.5858548,2170.024605,623.5802024,9640.049685,303.5964471,2331.310217,6869.732105,1848.31587,721.9040518,834.8902295,498.519166,387.257968,289.7966086,555.4434998,2816.892035,14435.49357,180.2603905,1392.921199,1345.484254,5.174939439,435.5574028,220.7974161,637.3800409,1748.267041,63.82425308,10569.8138,1452.433003,2814.304565,583.0431768,106.9487484,1718.079894,6.037429346,771.9284663,882.3271744,474.3694486,112.1236878,200.9601482,21.56224766,1715.492424,233.7347647
LE,LE65,19,0.1,9.822334893,19.64466979,41.07521864,258.0595258,30.35994421,1380.484522,28688.3614,18526.70949,130885.2913,13.39409304,5191.550461,7.143516286,35097.88139,361.640512,163.407935,2894.017035,923.2994799,15358.56001,328.6017491,3230.65524,10322.38103,2488.622486,883.1172008,1259.937685,640.2376471,574.1601215,363.426391,578.6248191,2995.812142,28914.27511,252.7018886,1344.766941,2074.298541,10.71527443,577.7318796,283.9547724,867.0442892,2849.370058,59.82694889,13987.89783,1950.179946,3603.011027,781.3220937,148.2279629,2961.88044,8.929395357,1241.185955,1438.525592,708.1010518,117.8680187,179.4808467,48.21873493,1933.214095,308.0641398
LE,LE66,19,0.1,13.51093881,18.57754086,69.24356138,211.1084189,27.02187761,2377.92523,29775.57583,11198.03497,105203.7695,5.911035728,6743.647332,6.755469403,38640.44055,384.2173223,151.1536279,1035.275686,1138.296594,24410.88869,452.61645,3404.756579,11838.96013,2284.193092,1129.007824,1129.852258,744.7905017,613.903282,438.2610775,1422.026309,3951.949601,26972.90046,267.6854751,1465.092427,1594.290779,8.444336754,478.793894,341.1512049,987.1429666,3287.380298,113.1541125,15833.13141,1705.756024,4153.769249,781.9455834,237.2858628,3729.863544,6.755469403,924.6548746,1607.801718,701.7243843,181.5532402,244.0413322,62.48809198,2846.58592,350.4399753
LE,LE67,19,0.1,12.53682789,20.59621725,43.87889762,223.8719266,33.13304514,1277.860957,26706.12987,12603.98947,108594.0032,11.64134019,4952.047017,6.268413946,38425.37749,324.1665498,212.2305865,2581.691058,762.955526,13944.53457,340.2853285,2986.451501,10962.5605,2653.330075,893.6967312,1171.29792,797.8795466,585.6489601,394.9100786,651.9150504,2652.434587,27301.6292,278.4966767,1825.003946,1559.044097,9.850364772,531.9196977,265.0643611,707.4352882,2543.185087,69.84804111,15116.72797,1953.954176,3750.302515,852.5042967,195.21632,3213.905379,6.268413946,1116.67317,1275.174494,666.2428537,138.8005945,216.708025,50.14731157,1747.096516,364.4634966
LE,LE68,19,1,34.70097285,841.4985915,123.9320459,490.7709017,90.47039349,2068.425846,56894.72362,104790.7414,536371.6979,112.7781617,9024.731581,18.58980688,52945.00932,1015.003456,439.9587629,3413.088543,964.1913169,28182.14723,840.259271,6367.628517,16028.13149,4025.31285,1613.595237,3037.574444,1116.627733,846.4558733,791.9257731,526.711195,6086.302773,60069.86264,508.1213881,4600.357543,4317.792478,11.15388413,752.2675185,535.3864382,1899.878263,5510.01876,149.9577755,31136.68721,3559.328358,6625.407173,1877.570495,369.3174967,3503.558937,22.30776826,1259.149586,2419.153535,1375.645709,319.7446784,568.8480906,94.18835487,2555.478786,695.2587774
LE,LE69,19,1,23.88930108,414.7182667,112.7575011,575.2543699,50.64531828,1642.628342,52423.63785,85455.85223,468000.0082,143.3358065,11220.32693,21.97815699,50565.05023,818.9252409,540.8537763,4324.919067,1073.107404,24033.59245,661.2558538,3749.664697,13528.03341,3031.07452,1309.133699,2328.729069,978.505772,808.4139484,631.6331204,628.7664043,6506.490041,28558.22608,372.6730968,2826.582103,6345.953938,3.822288172,776.880071,539.8982043,1364.556877,4318.230062,137.6023742,22493.21032,3487.837957,6128.083512,1493.559103,253.2265914,3716.219675,13.3780086,1302.444695,2117.547647,932.638314,216.9148538,384.1399613,65.93447097,2545.643923,604.8771032
LE,LE70,19,1,9.679269216,198.0527393,36.48339935,194.3299435,21.59221594,644.0436825,15189.75164,31022.8024,187107.7195,103.4937247,3279.038587,5.211914193,13390.89668,201.030976,125.0859406,1008.133117,331.3288309,6969.073836,161.56934,1427.31993,3749.599983,864.4331969,315.6930883,714.0322445,247.9382038,263.5739464,152.6346299,198.0527393,2042.325805,12513.06142,150.4009524,1203.20762,1731.844631,8.190150875,205.4983311,163.8030175,429.6106414,1109.393164,40.95075438,5758.420625,778.8088923,1654.410477,386.4262095,85.62430461,659.6794251,5.956473364,422.9096088,659.6794251,288.144399,72.22223954,347.7091326,20.84765677,769.1296231,151.1455116
